Business ID,Name,Rating,Review Count,Address,City,State,Zip Code,Phone,Website,Categories,Brands,Quantities,Latitude,Longitude
6j5aBvM4xhLCpVr3qb5C9w,Todo Barato desde $3:50,4.0,1,"Av. Cuauhtémoc, División del Norte y","México, D.F.",DIF,03650,,N/A,"Discount Store, Cosmetics & Beauty Supply",N/A,N/A,19.4326077,-99.133208
eyDRfp442AUFrOJQT0w-Ww,Bella,4.3,3,Gta Metro Insurgentes CC16G,"México, D.F.",DIF,06700,+525555251510,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
ATwgbzYqB0826yPeHY7wtw,The Beauty Factor,4.0,1,Jesús María 66,"México, D.F.",DIF,06060,+525555220091,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
UiQ3g0aJc4-L2YNq9IyJOA,Distribuidora Don Juan,4.0,2,Corregidora 7A,"México, D.F.",DIF,06000,+525555423309,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
pUKi6n1mZM5qeDUl5RWsbQ,Distribuidora Alhondiga,4.0,1,Toledo 34,Juárez,DIF,06600,+525552072658,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
Nj2uu6Feyrkc4kx01U23Yg,Yves Rocher Madero,4.5,2,Madero 38,"México, D.F.",DIF,06000,+525555102295,N/A,"Hair Removal, Cosmetics & Beauty Supply",N/A,N/A,19.4326077,-99.133208
86Rmr8J5sNPNlsgGaoPB5A,Casa Barba,4.0,1,Arquímedes 22,"México, D.F.",DIF,11560,+525552814355,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
IwJJ9P09uxM8F3UtA1mxTQ,Inovativ Centro,4.0,2,Tamaulipas 20,"México, D.F.",DIF,06140,+525559531729,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
xU74laAvoAyos1_INKnN0w,Veronica Conti Cosmetics,4.0,1,Calle Carmen 32,"México, D.F.",DIF,06000,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
j20g2t7u9UGvE3OsQkZznw,Novedades Pame,4.0,1,Av. Isabel La Católica,"México, D.F.",DIF,06000,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
CpPM_LQkCVJYsAn1WE11jA,Productos de Belleza Flores Magón,5.0,1,Ricardo Flores Magón 110 B,"México, D.F.",DIF,06300,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
0_neaI1fIjcnvmmNJi_iwA,Plaza Rayanna,4.0,1,Jesús María 6 A,"México, D.F.",DIF,06000,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
JSreCn7lE3APXFqXxxBf3w,Studio,5.0,2,Av. Insurgentes Sur 58,Ciudad de México,DIF,06600,+525552074166,N/A,"Hair Salons, Cosmetics & Beauty Supply",N/A,N/A,19.4326077,-99.133208
V7IFMPGdHA57W3ukjioOgQ,The Body Shop,4.3,6,Francisco I. Madero 20,"México, D.F.",DIF,06000,+525555120320,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
mhP2vUgkWDuZV1zDaWIhyg,Casa Barba Amores,4.0,1,Amores 1415 Local 10,"México, D.F.",DIF,03100,+525556045583,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
u3bDufFnnIo7j3q4RzujSA,Makeover Cosmetics,4.0,1,Colombia 46 A,"México, D.F.",DIF,06090,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
CxOf4hoz8-JlqTxjtZs6yA,Perfumería Donceles,4.0,2,Donceles 74,"México, D.F.",DIF,06000,+525555128256,N/A,"Cosmetics & Beauty Supply, Perfume",N/A,N/A,19.4326077,-99.133208
atPF4KW1vR8XngDk34ky6w,La Boticazul,5.0,1,Campeche 276,"México, D.F.",DIF,06100,+525552648586,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
JkCO0GVl6lIlSOtaoGAiLQ,Wigs & Hair,4.0,1,Gabriel Mancera 506,"México, D.F.",DIF,03100,+525556692590,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
orMZ0cuHOxV6jHgB8jsDUQ,Betilú,4.0,1,Carmen 32 Local 2,"México, D.F.",DIF,04400,,N/A,"Wholesale Stores, Cosmetics & Beauty Supply",N/A,N/A,19.4326077,-99.133208
RhBaCve8owgV9teJYLLsbQ,Tany's,4.0,1,República de Venezuela 54,"México, D.F.",DIF,06060,+525557020523,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
OPqMnTKri0o_6nJoFhWTaw,Loquay San Cosme,4.3,3,Doctor Enrique González Martínez 6,"México, D.F.",DIF,06400,+525555664046,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
u6ZFdOvjePVBXXpGOXdKDg,Shamir,4.0,2,Insurgentes Sur 382,"México, D.F.",DIF,06760,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
6j5aBvM4xhLCpVr3qb5C9w,Todo Barato desde $3:50,4.0,1,"Av. Cuauhtémoc, División del Norte y","México, D.F.",DIF,03650,,N/A,"Discount Store, Cosmetics & Beauty Supply",N/A,N/A,19.4326077,-99.133208
eyDRfp442AUFrOJQT0w-Ww,Bella,4.3,3,Gta Metro Insurgentes CC16G,"México, D.F.",DIF,06700,+525555251510,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
ATwgbzYqB0826yPeHY7wtw,The Beauty Factor,4.0,1,Jesús María 66,"México, D.F.",DIF,06060,+525555220091,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
UiQ3g0aJc4-L2YNq9IyJOA,Distribuidora Don Juan,4.0,2,Corregidora 7A,"México, D.F.",DIF,06000,+525555423309,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
pUKi6n1mZM5qeDUl5RWsbQ,Distribuidora Alhondiga,4.0,1,Toledo 34,Juárez,DIF,06600,+525552072658,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
Nj2uu6Feyrkc4kx01U23Yg,Yves Rocher Madero,4.5,2,Madero 38,"México, D.F.",DIF,06000,+525555102295,N/A,"Hair Removal, Cosmetics & Beauty Supply",N/A,N/A,19.4326077,-99.133208
86Rmr8J5sNPNlsgGaoPB5A,Casa Barba,4.0,1,Arquímedes 22,"México, D.F.",DIF,11560,+525552814355,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
IwJJ9P09uxM8F3UtA1mxTQ,Inovativ Centro,4.0,2,Tamaulipas 20,"México, D.F.",DIF,06140,+525559531729,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
xU74laAvoAyos1_INKnN0w,Veronica Conti Cosmetics,4.0,1,Calle Carmen 32,"México, D.F.",DIF,06000,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
j20g2t7u9UGvE3OsQkZznw,Novedades Pame,4.0,1,Av. Isabel La Católica,"México, D.F.",DIF,06000,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
CpPM_LQkCVJYsAn1WE11jA,Productos de Belleza Flores Magón,5.0,1,Ricardo Flores Magón 110 B,"México, D.F.",DIF,06300,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
0_neaI1fIjcnvmmNJi_iwA,Plaza Rayanna,4.0,1,Jesús María 6 A,"México, D.F.",DIF,06000,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
JSreCn7lE3APXFqXxxBf3w,Studio,5.0,2,Av. Insurgentes Sur 58,Ciudad de México,DIF,06600,+525552074166,N/A,"Hair Salons, Cosmetics & Beauty Supply",N/A,N/A,19.4326077,-99.133208
V7IFMPGdHA57W3ukjioOgQ,The Body Shop,4.3,6,Francisco I. Madero 20,"México, D.F.",DIF,06000,+525555120320,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
mhP2vUgkWDuZV1zDaWIhyg,Casa Barba Amores,4.0,1,Amores 1415 Local 10,"México, D.F.",DIF,03100,+525556045583,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
u3bDufFnnIo7j3q4RzujSA,Makeover Cosmetics,4.0,1,Colombia 46 A,"México, D.F.",DIF,06090,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
CxOf4hoz8-JlqTxjtZs6yA,Perfumería Donceles,4.0,2,Donceles 74,"México, D.F.",DIF,06000,+525555128256,N/A,"Cosmetics & Beauty Supply, Perfume",N/A,N/A,19.4326077,-99.133208
atPF4KW1vR8XngDk34ky6w,La Boticazul,5.0,1,Campeche 276,"México, D.F.",DIF,06100,+525552648586,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
JkCO0GVl6lIlSOtaoGAiLQ,Wigs & Hair,4.0,1,Gabriel Mancera 506,"México, D.F.",DIF,03100,+525556692590,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
orMZ0cuHOxV6jHgB8jsDUQ,Betilú,4.0,1,Carmen 32 Local 2,"México, D.F.",DIF,04400,,N/A,"Wholesale Stores, Cosmetics & Beauty Supply",N/A,N/A,19.4326077,-99.133208
RhBaCve8owgV9teJYLLsbQ,Tany's,4.0,1,República de Venezuela 54,"México, D.F.",DIF,06060,+525557020523,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
OPqMnTKri0o_6nJoFhWTaw,Loquay San Cosme,4.3,3,Doctor Enrique González Martínez 6,"México, D.F.",DIF,06400,+525555664046,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
u6ZFdOvjePVBXXpGOXdKDg,Shamir,4.0,2,Insurgentes Sur 382,"México, D.F.",DIF,06760,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
4chkMcxUIA6qZb14-3Wd0w,Lush,5.0,1,Av. Paseo de la Reforma 234,Ciudad de México,DIF,06600,+525555351899,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
3wUBWbmOLcRDK7ke5QcBIA,Salon París,5.0,1,Calle Enrique Gonzalez Martinez 146 B,"México, D.F.",DIF,06400,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
ObaKIkp21UBw4Y-rjbck5w,Inglot,5.0,1,Lago Zurich 245,"México, D.F.",DIF,11529,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
EeSmLFxyctNrTiWLbMnrSA,Estetik Yohanam,4.0,1,Heriberto Frías 408,"México, D.F.",DIF,03020,+525562345498,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
e3xuZ7hafQvJePrYuxcgyg,El amo de las rasuradoras,4.0,1,Artículo 123 #7,"México, D.F.",DIF,06050,+525555123046,N/A,"Cosmetics & Beauty Supply, Electronics",N/A,N/A,19.4326077,-99.133208
QWc-K-O8RJu4GfQ-a6CNVQ,Estética Unisex,4.0,1,Tlalpan 663,"México, D.F.",DIF,03400,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
kY25h1eW5bsCiQu0kxMN7A,Santorelli Hair Tech,4.0,1,Hamburgo 268,"México, D.F.",DIF,06600,+525552088494,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
ZSnHuJcKxDWslhKVy2xvPw,Perfumería Arcoiris,4.5,2,Alhóndiga 27 Local 3,"México, D.F.",DIF,06000,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
6j5aBvM4xhLCpVr3qb5C9w,Todo Barato desde $3:50,4.0,1,"Av. Cuauhtémoc, División del Norte y","México, D.F.",DIF,03650,,N/A,"Discount Store, Cosmetics & Beauty Supply",N/A,N/A,19.4326077,-99.133208
eyDRfp442AUFrOJQT0w-Ww,Bella,4.3,3,Gta Metro Insurgentes CC16G,"México, D.F.",DIF,06700,+525555251510,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
ATwgbzYqB0826yPeHY7wtw,The Beauty Factor,4.0,1,Jesús María 66,"México, D.F.",DIF,06060,+525555220091,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
UiQ3g0aJc4-L2YNq9IyJOA,Distribuidora Don Juan,4.0,2,Corregidora 7A,"México, D.F.",DIF,06000,+525555423309,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
pUKi6n1mZM5qeDUl5RWsbQ,Distribuidora Alhondiga,4.0,1,Toledo 34,Juárez,DIF,06600,+525552072658,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
Nj2uu6Feyrkc4kx01U23Yg,Yves Rocher Madero,4.5,2,Madero 38,"México, D.F.",DIF,06000,+525555102295,N/A,"Hair Removal, Cosmetics & Beauty Supply",N/A,N/A,19.4326077,-99.133208
86Rmr8J5sNPNlsgGaoPB5A,Casa Barba,4.0,1,Arquímedes 22,"México, D.F.",DIF,11560,+525552814355,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
IwJJ9P09uxM8F3UtA1mxTQ,Inovativ Centro,4.0,2,Tamaulipas 20,"México, D.F.",DIF,06140,+525559531729,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
xU74laAvoAyos1_INKnN0w,Veronica Conti Cosmetics,4.0,1,Calle Carmen 32,"México, D.F.",DIF,06000,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
j20g2t7u9UGvE3OsQkZznw,Novedades Pame,4.0,1,Av. Isabel La Católica,"México, D.F.",DIF,06000,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
CpPM_LQkCVJYsAn1WE11jA,Productos de Belleza Flores Magón,5.0,1,Ricardo Flores Magón 110 B,"México, D.F.",DIF,06300,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
0_neaI1fIjcnvmmNJi_iwA,Plaza Rayanna,4.0,1,Jesús María 6 A,"México, D.F.",DIF,06000,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
JSreCn7lE3APXFqXxxBf3w,Studio,5.0,2,Av. Insurgentes Sur 58,Ciudad de México,DIF,06600,+525552074166,N/A,"Hair Salons, Cosmetics & Beauty Supply",N/A,N/A,19.4326077,-99.133208
V7IFMPGdHA57W3ukjioOgQ,The Body Shop,4.3,6,Francisco I. Madero 20,"México, D.F.",DIF,06000,+525555120320,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
mhP2vUgkWDuZV1zDaWIhyg,Casa Barba Amores,4.0,1,Amores 1415 Local 10,"México, D.F.",DIF,03100,+525556045583,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
u3bDufFnnIo7j3q4RzujSA,Makeover Cosmetics,4.0,1,Colombia 46 A,"México, D.F.",DIF,06090,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
CxOf4hoz8-JlqTxjtZs6yA,Perfumería Donceles,4.0,2,Donceles 74,"México, D.F.",DIF,06000,+525555128256,N/A,"Cosmetics & Beauty Supply, Perfume",N/A,N/A,19.4326077,-99.133208
atPF4KW1vR8XngDk34ky6w,La Boticazul,5.0,1,Campeche 276,"México, D.F.",DIF,06100,+525552648586,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
JkCO0GVl6lIlSOtaoGAiLQ,Wigs & Hair,4.0,1,Gabriel Mancera 506,"México, D.F.",DIF,03100,+525556692590,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
orMZ0cuHOxV6jHgB8jsDUQ,Betilú,4.0,1,Carmen 32 Local 2,"México, D.F.",DIF,04400,,N/A,"Wholesale Stores, Cosmetics & Beauty Supply",N/A,N/A,19.4326077,-99.133208
RhBaCve8owgV9teJYLLsbQ,Tany's,4.0,1,República de Venezuela 54,"México, D.F.",DIF,06060,+525557020523,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
OPqMnTKri0o_6nJoFhWTaw,Loquay San Cosme,4.3,3,Doctor Enrique González Martínez 6,"México, D.F.",DIF,06400,+525555664046,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
u6ZFdOvjePVBXXpGOXdKDg,Shamir,4.0,2,Insurgentes Sur 382,"México, D.F.",DIF,06760,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
4chkMcxUIA6qZb14-3Wd0w,Lush,5.0,1,Av. Paseo de la Reforma 234,Ciudad de México,DIF,06600,+525555351899,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
3wUBWbmOLcRDK7ke5QcBIA,Salon París,5.0,1,Calle Enrique Gonzalez Martinez 146 B,"México, D.F.",DIF,06400,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
ObaKIkp21UBw4Y-rjbck5w,Inglot,5.0,1,Lago Zurich 245,"México, D.F.",DIF,11529,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
EeSmLFxyctNrTiWLbMnrSA,Estetik Yohanam,4.0,1,Heriberto Frías 408,"México, D.F.",DIF,03020,+525562345498,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
e3xuZ7hafQvJePrYuxcgyg,El amo de las rasuradoras,4.0,1,Artículo 123 #7,"México, D.F.",DIF,06050,+525555123046,N/A,"Cosmetics & Beauty Supply, Electronics",N/A,N/A,19.4326077,-99.133208
QWc-K-O8RJu4GfQ-a6CNVQ,Estética Unisex,4.0,1,Tlalpan 663,"México, D.F.",DIF,03400,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
kY25h1eW5bsCiQu0kxMN7A,Santorelli Hair Tech,4.0,1,Hamburgo 268,"México, D.F.",DIF,06600,+525552088494,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
ZSnHuJcKxDWslhKVy2xvPw,Perfumería Arcoiris,4.5,2,Alhóndiga 27 Local 3,"México, D.F.",DIF,06000,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
EsfT8p3Vvb7_v6261RFOUA,Academia CREA,4.3,4,Av. Balderas 44,"México, D.F.",DIF,06050,+525555183777,N/A,"Hair Salons, Cosmetics & Beauty Supply, Cosmetology Schools",N/A,N/A,19.4326077,-99.133208
lFfldc3vWpVNMM0N-mFXBg,Zoé,4.0,1,Roldán 9,"México, D.F.",DIF,06000,+525555222674,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
CpJca1_9ckXF3DQQXBQc1A,El Mundo del Jabón,4.0,1,La Castañeda,"México, D.F.",DIF,03910,,N/A,"Wholesale Stores, Souvenir Shops, Cosmetics & Beauty Supply",N/A,N/A,19.4326077,-99.133208
wZCtrp1cFCoRKGMzmhXzEg,Vellistétic Center,4.0,1,Mazatlan 166,"México, D.F.",DIF,06140,,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
rgaOJ4LCBRsWyPB_GGyDqw,Xinú Perfumes,4.5,8,Alejandro Dumas 161,Ciudad de México,DIF,11550,+525575895572,N/A,"Perfume, Cosmetics & Beauty Supply",N/A,N/A,19.4326077,-99.133208
6j5aBvM4xhLCpVr3qb5C9w,Todo Barato desde $3:50,4.0,1,"Av. Cuauhtémoc, División del Norte y","México, D.F.",DIF,03650,,N/A,"Discount Store, Cosmetics & Beauty Supply",N/A,N/A,19.4326077,-99.133208
eyDRfp442AUFrOJQT0w-Ww,Bella,4.3,3,Gta Metro Insurgentes CC16G,"México, D.F.",DIF,06700,+525555251510,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
ATwgbzYqB0826yPeHY7wtw,The Beauty Factor,4.0,1,Jesús María 66,"México, D.F.",DIF,06060,+525555220091,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
UiQ3g0aJc4-L2YNq9IyJOA,Distribuidora Don Juan,4.0,2,Corregidora 7A,"México, D.F.",DIF,06000,+525555423309,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
pUKi6n1mZM5qeDUl5RWsbQ,Distribuidora Alhondiga,4.0,1,Toledo 34,Juárez,DIF,06600,+525552072658,N/A,Cosmetics & Beauty Supply,N/A,N/A,19.4326077,-99.133208
